"Uid","Time(UTC)","Symbol","Side","Position Side","Price","Quantity","Amount","Fee","Realized Profit","Buyer","Maker","Trade Id","Order Id"
"26515667","2025-05-19 00:44:18","VETUSDT","SELL","SHORT","0.02838300","353.00000000","10.01919900","-0.00000695 BNB","0E-8","false","false","483874922","20735404288"
"26515667","2025-05-19 00:44:18","VETUSDT","SELL","SHORT","0.02838000","442.00000000","12.54396000","-0.00000871 BNB","0E-8","false","false","483874932","20735404288"
"26515667","2025-05-19 00:44:18","VETUSDT","SELL","SHORT","0.02838400","353.00000000","10.01955200","-0.00000695 BNB","0E-8","false","false","483874921","20735404288"
"26515667","2025-05-19 00:44:18","VETUSDT","SELL","SHORT","0.02837800","43921.00000000","1246.39013800","-0.00034625 BNB","0E-8","false","true","483874938","20735404288"
"26515667","2025-05-19 00:44:18","VETUSDT","SELL","SHORT","0.02838000","353.00000000","10.01814000","-0.00000695 BNB","0E-8","false","false","483874929","20735404288"
"26515667","2025-05-19 00:44:18","VETUSDT","SELL","SHORT","0.02837900","3369.00000000","95.60885100","-0.00006640 BNB","0E-8","false","false","483874934","20735404288"
"26515667","2025-05-19 00:44:18","VETUSDT","SELL","SHORT","0.02838000","9013.00000000","255.78894000","-0.00017765 BNB","0E-8","false","false","483874931","20735404288"
"26515667","2025-05-19 00:44:18","VETUSDT","SELL","SHORT","0.02838600","9019.00000000","256.01333400","-0.00017780 BNB","0E-8","false","false","483874920","20735404288"
"26515667","2025-05-19 00:44:18","VETUSDT","SELL","SHORT","0.02837900","353.00000000","10.01778700","-0.00000695 BNB","0E-8","false","false","483874933","20735404288"
"26515667","2025-05-19 00:44:18","VETUSDT","SELL","SHORT","0.02837800","582.00000000","16.51599600","-0.00001147 BNB","0E-8","false","false","483874935","20735404288"
"26515667","2025-05-19 00:44:18","VETUSDT","SELL","SHORT","0.02838100","582.00000000","16.51774200","-0.00001147 BNB","0E-8","false","false","483874926","20735404288"
"26515667","2025-05-19 00:44:18","VETUSDT","SELL","SHORT","0.02838100","524.00000000","14.87164400","-0.00001032 BNB","0E-8","false","false","483874928","20735404288"
"26515667","2025-05-19 00:44:18","VETUSDT","SELL","SHORT","0.02838600","216.00000000","6.13137600","-0.00000425 BNB","0E-8","false","false","483874919","20735404288"
"26515667","2025-05-19 06:06:33","AAVEUSDT","BUY","SHORT","215.39000000","1.80000000","387.70200000","-0.00027316 BNB","17.80200000","true","false","655179259","19192038436"
"26515667","2025-05-19 06:06:33","AAVEUSDT","BUY","SHORT","215.39000000","1.60000000","344.62400000","-0.00024280 BNB","15.82400000","true","false","655179260","19192038436"
"26515667","2025-05-19 06:06:33","AAVEUSDT","BUY","SHORT","215.39000000","2.00000000","430.78000000","-0.00030351 BNB","19.78000000","true","false","655179258","19192038436"
"26515667","2025-05-19 06:13:27","BCHUSDT","BUY","SHORT","384.07000000","0.14600000","56.07422000","-0.00003941 BNB","2.21536614","true","false","1006913969","33424461600"
"26515667","2025-05-19 06:13:27","BCHUSDT","BUY","SHORT","384.09000000","0.74600000","286.53114000","-0.00020139 BNB","11.30469055","true","false","1006913976","33424461600"
"26515667","2025-05-19 06:13:27","BCHUSDT","BUY","SHORT","384.06000000","0.07900000","30.34074000","-0.00002132 BNB","1.19951551","true","false","1006913967","33424461600"
"26515667","2025-05-19 06:13:27","BCHUSDT","BUY","SHORT","384.08000000","0.48900000","187.81512000","-0.00013200 BNB","7.41506919","true","false","1006913973","33424461600"
"26515667","2025-05-19 06:13:27","BCHUSDT","BUY","SHORT","384.06000000","0.17700000","67.97862000","-0.00004778 BNB","2.68752210","true","false","1006913962","33424461600"
"26515667","2025-05-19 06:13:27","BCHUSDT","BUY","SHORT","384.08000000","0.47600000","182.82208000","-0.00012850 BNB","7.21794056","true","false","1006913974","33424461600"
"26515667","2025-05-19 06:13:27","BCHUSDT","BUY","SHORT","384.07000000","0.26500000","101.77855000","-0.00007153 BNB","4.02104128","true","false","1006913970","33424461600"
"26515667","2025-05-19 06:13:27","BCHUSDT","BUY","SHORT","384.09000000","0.58500000","224.69265000","-0.00015792 BNB","8.86493830","true","false","1006913977","33424461600"
"26515667","2025-05-19 06:13:27","BCHUSDT","BUY","SHORT","384.08000000","0.17200000","66.06176000","-0.00004643 BNB","2.60816339","true","false","1006913972","33424461600"
"26515667","2025-05-19 06:13:27","BCHUSDT","BUY","SHORT","384.06000000","0.96200000","369.46572000","-0.00025968 BNB","14.60675853","true","false","1006913964","33424461600"
"26515667","2025-05-19 06:13:27","BCHUSDT","BUY","SHORT","384.09000000","0.54100000","207.79269000","-0.00014605 BNB","8.19817371","true","false","1006913975","33424461600"
"26515667","2025-05-19 06:13:27","BCHUSDT","BUY","SHORT","384.09000000","0.39500000","151.71555000","-0.00010663 BNB","5.98572757","true","false","1006913978","33424461600"
"26515667","2025-05-19 06:13:27","BCHUSDT","BUY","SHORT","384.06000000","2.29700000","882.18582000","-0.00062006 BNB","34.87705235","true","false","1006913966","33424461600"
"26515667","2025-05-19 06:13:27","BCHUSDT","BUY","SHORT","384.06000000","0.14300000","54.92058000","-0.00003860 BNB","2.17127491","true","false","1006913963","33424461600"
